Company,Industry,Company Description,Confidence,Method,Source URL,Enriched At
Camara Argentino China 阿根廷中国商会,nonprofit,"Asociación civil sin fines de lucro, dedicada a la promoción del comercio bilateral y los negocios entre Argentina y China.",high,brightdata_company_cache,https://www.linkedin.com/in/tfuentesbenitez,2026-06-13T09:10:31Z
Cambridge Boston Alignment Initiative,nonprofit,CBAI's mission is to advance research and education directed towards ensuring that society navigates a safe and beneficial transition to advanced AI systems.,high,brightdata_company_cache,https://www.linkedin.com/in/rory-madigan-451383147,2026-06-13T09:10:31Z
"Cambridge Centre for Alternative Finance, Cambridge Judge Business School",academia,"Cambridge Centre for Alternative Finance, Cambridge Judge Business School is a academia organization.",high,heuristic_company_name_v1;heuristic_template_v1,https://www.linkedin.com/in/hatim-hussain,2026-06-13T09:10:31Z
Cambridge Housing Authority,other,"Established under state law on December 9, 1935, Cambridge Housing Authority (CHA) provides long-term rental housing and rental assistance to more than 10,000 low-income families, elders and disabled individuals through its Public Housing and Housing Choice.",high,brightdata_company_cache,https://www.linkedin.com/in/abney,2026-06-13T09:10:31Z
Canadian Solar Inc.,tech,Canadian Solar was founded in 2001 in Canada and is one of the world's largest solar technology and renewable energy companies.,high,brightdata_company_cache,https://www.linkedin.com/in/wina-h-ab10818a,2026-06-13T09:10:31Z
Capital One,finance,"At Capital One, we're making things better for our customers and associates through innovation and collaboration.",high,brightdata_company_cache,https://www.linkedin.com/in/harryzixinwang,2026-06-13T09:10:31Z
Career Break,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/alexandercheng1,2026-06-13T09:10:31Z
Carnegie Endowment for International Peace,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/noahhtan,2026-06-13T09:10:31Z
Carnegie Hall,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/j-p-gairhan-5ba525166,2026-06-13T09:10:31Z
Carpe Global,other,Carpe Global,high,brightdata_company_cache,https://www.linkedin.com/in/dimitria-costa-ferreira,2026-06-13T09:10:31Z
Casca,tech,FDIC-insured banks and fintechs use Casca to process business loan applications with 90% less manual effort and 300% higher conversion rates.,high,brightdata_company_cache,https://www.linkedin.com/in/jullian-duran-178547a2,2026-06-13T09:10:31Z
Cascadia Consulting Group,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/m-seibert,2026-06-13T09:10:31Z
Cassels Brock & Blackwell LLP,law,Cassels Brock & Blackwell LLP is a law organization.,high,heuristic_company_name_v1;heuristic_template_v1,https://www.linkedin.com/in/jason-wang-161a8559,2026-06-13T09:10:31Z
Catholic Archdiocese of Lilongwe,other,,medium,company_intelligence_cache,https://www.linkedin.com/in/james-tayali,2026-06-13T09:10:31Z
Caña de Oro,other,,low,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/sofia-gomez-cort%c3%a9s-schwarzman-alumni,2026-06-13T09:10:31Z
Cendana Capital,finance,"Based in San Francisco, Cendana Capital invests in very early stage VC funds globally.",high,brightdata_company_cache,https://www.linkedin.com/in/julius-dodson-5a6037152,2026-06-13T09:10:31Z
Center for Strategic and International Studies (CSIS),other,,low,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/rmbarocas,2026-06-13T09:10:31Z
Center for a New American Security (CNAS),academia,"The Center for a New American Security (CNAS) is an independent, bipartisan, nonprofit organization that develops strong, pragmatic, and principled national security and defense policies.",high,brightdata_company_cache,https://www.linkedin.com/in/kalena-blake,2026-06-13T09:10:31Z
Centers for Disease Control and Prevention,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/kylerosenblum,2026-06-13T09:10:31Z
Central Square Foundation,nonprofit,Central Square Foundation is a non-profit organisation working with the vision of ensuring quality school education for all children in India.,high,brightdata_company_cache,https://www.linkedin.com/in/prastuti-sharma-502382170,2026-06-13T09:10:31Z
Centre for Social and Economic Progress,academia,"The Centre for Social and Economic Progress (CSEP) is an independent, Indian public policy think tank that works on economic growth & development, energy, resources & sustainability and foreign policy & security.",high,brightdata_company_cache,https://www.linkedin.com/in/chandlercompton,2026-06-13T09:10:31Z
Centre on Contemporary China and the World,academia,The Centre on Contemporary China and the World (CCCW) at the University of Hong Kong (HKU) aims to become a global hub focused on studying the governance of China and the world.,high,brightdata_company_cache,https://www.linkedin.com/in/davidokoronkwo,2026-06-13T09:10:31Z
Cerberus Capital Management,finance,"Founded in 1992, Cerberus is an established alternative investment advisor with approximately $70 billion in assets across complementary credit, real estate, and private equity strategies.",high,brightdata_company_cache,https://www.linkedin.com/in/arlen-agiliga,2026-06-13T09:10:31Z
Chatham House,academia,"The mission of Chatham House is to be a world-leading source of independent analysis, informed debate and influential ideas on how to build a prosperous and secure world for all.",high,brightdata_company_cache,https://www.linkedin.com/in/nitya-labh-02a8b019b,2026-06-13T09:10:31Z
Chattahoochee Shoals Investment Group,realestate,Chattahoochee Shoals Investment Group is a regional real estate investment firm based in north Georgia.,high,brightdata_company_cache,https://www.linkedin.com/in/naomi-adeniji,2026-06-13T09:10:31Z
Cheche Labs,other,,medium,company_intelligence_cache,https://www.linkedin.com/in/fridah-mbwaya,2026-06-13T09:10:31Z
Chicago Venture Partners,finance,Chicago Venture Partners (CVP) is a family office that provides flexible capital solutions for emerging and growth-stage companies listed on the Nasdaq and NYSE.,high,brightdata_company_cache,https://www.linkedin.com/in/william-li-436a4a1b6,2026-06-13T09:10:31Z
ChicoSol,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/yucheng-tang-83889824a,2026-06-13T09:10:31Z
Children's Hospital of Philadelphia,healthcare,Children's Hospital of Philadelphia is a healthcare organization.,high,heuristic_company_name_v1;heuristic_template_v1,https://www.linkedin.com/in/chin-chin-choi,2026-06-13T09:10:31Z
China Development Research Foundation,nonprofit,China Development Research Foundation is a nonprofit organization.,high,heuristic_company_name_v1;heuristic_template_v1,https://www.linkedin.com/in/mengyue-li-824052199,2026-06-13T09:10:31Z
China Intercontinental Communication Center (China Intercontinental Press),other,,low,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/hannahyusc,2026-06-13T09:10:31Z
China International Capital Corp,finance,"China International Capital Corporation Limited (CICC, 3908.HK) is China’s first joint-venture investment bank and a pioneer of adopting best international practices in China.",high,brightdata_company_cache,https://www.linkedin.com/in/haosong-zheng,2026-06-13T09:10:31Z
China Merchants Holdings(International) Information Technology,consulting,"CMHIT [CHINA MERCHANTS HOLDINGS（INTERNATIONAL）INFORMATION TECHNOLOGY CO.,LTD] is an information technology solution provider specialized in port, terminal and logistics industry as well as in improvement of logistics customs clearance environment.",high,brightdata_company_cache,https://www.linkedin.com/in/tianshuo-li-518215144,2026-06-13T09:10:31Z
China-Gulf Forum,academia,The China-Gulf Forum at New York University Abu Dhabi is the first student-led forum in the region that addresses the complexities of China-Gulf relations.,high,brightdata_company_cache,https://www.linkedin.com/in/siqiao-liang-218465245,2026-06-13T09:10:31Z
Chinatown Youth Initiatives,nonprofit,"The mission of Chinatown Youth Initiatives (CYI) is to empower New York City youth with the knowledge and skills necessary to address the needs of Chinatown, Asian Americans, and other underrepresented communities.",high,brightdata_company_cache,https://www.linkedin.com/in/jennelleohene-agyei,2026-06-13T09:10:31Z
Christel House International,academia,"For over 25 years, Christel House has been dedicated to empowering children from under-resourced communities to realize their potential and transform their futures.",high,brightdata_company_cache,https://www.linkedin.com/in/surya-karki-61a4ba68,2026-06-13T09:10:31Z
Christian Dior Couture,tech,"Welcome to Christian Dior Couture, House of Dreams, House of Talents. Christian Dior was the designer of dreams.",high,brightdata_company_cache,https://www.linkedin.com/in/danielaespinalfondeur,2026-06-13T09:10:31Z
Circle,finance,"We’re building an open economy for everyone. Circle’s full-stack internet financial platform brings together Arc, Digital Assets like USDC, and Apps to help builders and organizations create innovative financial experiences and expand opportunities for.",high,brightdata_company_cache,https://www.linkedin.com/in/ninarussell,2026-06-13T09:10:31Z
Circle Economy,academia,"Circle Economy is driving the transition to a new economy. In this circular economy, we help businesses, cities, and nations leverage business opportunities, reduce costs, create jobs and inspire behavioural change.",high,brightdata_company_cache,https://www.linkedin.com/in/yanjamesaung,2026-06-13T09:10:31Z
Citadel,finance,Citadel is a finance organization.,high,heuristic_company_name_v1;heuristic_template_v1,https://www.linkedin.com/in/richard-altieri-65b19b98,2026-06-13T09:10:31Z
Citadel Securities,finance,Citadel Securities is a finance organization.,high,heuristic_company_name_v1;heuristic_template_v1,https://www.linkedin.com/in/jojo-zhao-47253b1b8,2026-06-13T09:10:31Z
Citi,finance,Citi's mission is to serve as a trusted partner to our clients by responsibly providing financial services that enable growth and economic progress.,high,brightdata_company_cache,https://www.linkedin.com/in/amok,2026-06-13T09:10:31Z
City and County of Denver,government,"See Yourself Here - The City and County of Denver. With competitive pay, great benefits, and endless opportunities, working for The City and County of Denver means seeing yourself working with purpose — for you, and those who benefit from your passion.",high,brightdata_company_cache,https://www.linkedin.com/in/jasonsterneheo,2026-06-13T09:10:31Z
City of Los Angeles,government,"The City of Los Angeles employs more than 45,000 people in a wide range of careers.",high,brightdata_company_cache,https://www.linkedin.com/in/liamarnadecolwill,2026-06-13T09:10:31Z
City of New York,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/c-l-a-y,2026-06-13T09:10:31Z
City of St. Louis,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/jamicoxantwi,2026-06-13T09:10:31Z
Civil Aviation Authority of Singapore,other,,low,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/edward-tan-33296618b,2026-06-13T09:10:31Z
Claim,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/joseph-sunghyun-kim,2026-06-13T09:10:31Z
Clean Air Fund,nonprofit,"Clean Air Fund is a global philanthropic organisation working with governments, funders, business and campaigners to create a future where everyone can breathe clean air 🌍 We fund and partner with organisations that promote air quality data, build public.",high,brightdata_company_cache,https://www.linkedin.com/in/nina-jeffs,2026-06-13T09:10:31Z
